tad_id	tad_chr	tad_start	tad_end	meanAge	percentOld
chr1_28950000_29050000	chr1	28950000	29050000	3	1
chr1_29450000_29550000	chr1	29450000	29550000	3	1
chr1_31150000_31250000	chr1	31150000	31250000	3	1
chr1_32750000_32850000	chr1	32750000	32850000	3	1
chr1_33250000_33350000	chr1	33250000	33350000	2.33333333333333	0.666666666666667
chr1_33350000_33450000	chr1	33350000	33450000	3	1
chr1_33450000_33550000	chr1	33450000	33550000	3	1
chr1_33550000_33850000	chr1	33550000	33850000	3	1
chr1_33950000_34050000	chr1	33950000	34050000	3	1
chr1_35250000_35350000	chr1	35250000	35350000	3	1
chr1_35450000_35550000	chr1	35450000	35550000	1	0
chr1_36450000_36550000	chr1	36450000	36550000	3	1
chr1_36850000_36950000	chr1	36850000	36950000	3	1
chr1_37850000_37950000	chr1	37850000	37950000	3	1
chr1_39250000_39350000	chr1	39250000	39350000	3	1
chr1_39350000_39450000	chr1	39350000	39450000	3	1
chr1_40150000_40250000	chr1	40150000	40250000	2	0.5
chr1_40450000_40550000	chr1	40450000	40550000	3	1
chr1_40550000_40850000	chr1	40550000	40850000	2.5	0.75
chr1_40850000_40950000	chr1	40850000	40950000	1	0
chr1_40950000_41350000	chr1	40950000	41350000	2.66666666666667	0.833333333333333
chr1_41350000_41450000	chr1	41350000	41450000	3	1
chr1_41850000_41950000	chr1	41850000	41950000	3	1
chr1_42550000_42650000	chr1	42550000	42650000	2.33333333333333	0.666666666666667
chr1_43150000_43250000	chr1	43150000	43250000	3	1
chr1_43250000_43550000	chr1	43250000	43550000	2	0.5
chr1_43550000_43650000	chr1	43550000	43650000	2.33333333333333	0.666666666666667
chr1_44150000_44350000	chr1	44150000	44350000	3	1
chr1_44350000_44450000	chr1	44350000	44450000	3	1
chr1_44450000_44550000	chr1	44450000	44550000	3	1
chr1_44550000_45050000	chr1	44550000	45050000	3	1
chr1_45050000_45150000	chr1	45050000	45150000	3	1
chr1_45150000_45250000	chr1	45150000	45250000	3	1
chr1_45950000_46050000	chr1	45950000	46050000	3	1
chr1_46750000_46850000	chr1	46750000	46850000	3	1
chr1_46850000_47150000	chr1	46850000	47150000	3	1
chr1_47250000_47550000	chr1	47250000	47550000	1	0
chr1_47550000_47650000	chr1	47550000	47650000	1	0
chr1_47650000_47750000	chr1	47650000	47750000	3	1
chr1_48650000_48750000	chr1	48650000	48750000	3	1
chr1_50850000_51050000	chr1	50850000	51050000	3	1
chr1_51650000_51750000	chr1	51650000	51750000	3	1
chr1_52250000_52350000	chr1	52250000	52350000	3	1
chr1_52450000_52550000	chr1	52450000	52550000	3	1
chr1_52750000_52850000	chr1	52750000	52850000	3	1
chr1_53650000_53750000	chr1	53650000	53750000	2.5	0.75
chr1_54150000_54250000	chr1	54150000	54250000	3	1
chr1_54250000_54350000	chr1	54250000	54350000	3	1
chr1_55250000_55350000	chr1	55250000	55350000	3	1
chr1_55450000_55550000	chr1	55450000	55550000	3	1
chr1_57150000_57250000	chr1	57150000	57250000	2	0.5
chr1_58950000_59050000	chr1	58950000	59050000	1	0
chr1_59150000_60250000	chr1	59150000	60250000	3	1
chr1_60250000_60350000	chr1	60250000	60350000	3	1
chr1_60350000_60450000	chr1	60350000	60450000	1	0
chr1_61250000_61350000	chr1	61250000	61350000	3	1
chr1_62550000_62650000	chr1	62550000	62650000	3	1
chr1_62850000_62950000	chr1	62850000	62950000	3	1
chr1_63950000_64050000	chr1	63950000	64050000	2	0.5
chr1_64650000_64750000	chr1	64650000	64750000	3	1
chr1_65350000_65450000	chr1	65350000	65450000	3	1
chr1_67150000_67250000	chr1	67150000	67250000	3	1
chr1_67550000_67650000	chr1	67550000	67650000	2	0.5
chr1_67850000_67950000	chr1	67850000	67950000	3	1
chr1_68250000_68350000	chr1	68250000	68350000	3	1
chr1_68850000_68950000	chr1	68850000	68950000	3	1
chr1_71450000_71550000	chr1	71450000	71550000	3	1
chr1_75150000_75250000	chr1	75150000	75250000	3	1
chr1_75550000_75650000	chr1	75550000	75650000	3	1
chr1_76150000_76250000	chr1	76150000	76250000	3	1
chr1_77550000_77650000	chr1	77550000	77650000	3	1
chr1_78450000_78550000	chr1	78450000	78550000	3	1
chr1_78650000_79050000	chr1	78650000	79050000	3	1
chr1_79050000_79150000	chr1	79050000	79150000	1	0
chr1_79250000_79650000	chr1	79250000	79650000	3	1
chr1_84250000_84350000	chr1	84250000	84350000	3	1
chr1_85350000_85450000	chr1	85350000	85450000	3	1
chr1_85450000_85650000	chr1	85450000	85650000	3	1
chr1_85650000_85750000	chr1	85650000	85750000	3	1
chr1_86850000_87150000	chr1	86850000	87150000	1	0
chr1_87450000_87550000	chr1	87450000	87550000	1	0
chr1_89250000_89350000	chr1	89250000	89350000	3	1
chr1_89850000_89950000	chr1	89850000	89950000	1	0
chr1_89950000_90150000	chr1	89950000	90150000	3	1
chr1_90450000_90550000	chr1	90450000	90550000	3	1
chr1_92350000_92450000	chr1	92350000	92450000	3	1
chr1_92450000_92650000	chr1	92450000	92650000	3	1
chr1_92650000_92750000	chr1	92650000	92750000	3	1
chr1_92750000_93150000	chr1	92750000	93150000	3	1
chr1_93250000_93350000	chr1	93250000	93350000	3	1
chr1_94250000_94350000	chr1	94250000	94350000	3	1
chr1_94350000_94450000	chr1	94350000	94450000	3	1
chr1_94450000_94850000	chr1	94450000	94850000	3	1
chr1_94850000_94950000	chr1	94850000	94950000	3	1
chr1_95450000_95550000	chr1	95450000	95550000	3	1
chr1_95550000_95650000	chr1	95550000	95650000	1	0
chr1_97250000_97350000	chr1	97250000	97350000	3	1
chr1_99050000_99150000	chr1	99050000	99150000	3	1
chr1_100150000_100250000	chr1	100150000	100250000	3	1
chr1_101350000_101750000	chr1	101350000	101750000	3	1
chr1_104050000_104150000	chr1	104050000	104150000	3	1
chr1_104150000_104250000	chr1	104150000	104250000	1	0
chr1_108250000_108350000	chr1	108250000	108350000	3	1
chr1_108750000_108850000	chr1	108750000	108850000	1	0
chr1_108850000_108950000	chr1	108850000	108950000	1	0
chr1_109150000_109250000	chr1	109150000	109250000	3	1
chr1_109750000_109950000	chr1	109750000	109950000	2.6	0.8
chr1_109950000_110050000	chr1	109950000	110050000	3	1
chr1_110450000_110550000	chr1	110450000	110550000	1	0
chr1_110550000_110650000	chr1	110550000	110650000	3	1
chr1_110650000_110950000	chr1	110650000	110950000	2.6	0.8
chr1_110950000_111050000	chr1	110950000	111050000	3	1
chr1_111350000_111550000	chr1	111350000	111550000	3	1
chr1_112850000_112950000	chr1	112850000	112950000	3	1
chr1_113150000_113250000	chr1	113150000	113250000	3	1
chr1_113550000_113650000	chr1	113550000	113650000	3	1
chr1_114250000_114350000	chr1	114250000	114350000	3	1
chr1_114350000_114450000	chr1	114350000	114450000	2.33333333333333	0.666666666666667
chr1_114450000_114550000	chr1	114450000	114550000	3	1
chr1_114550000_114750000	chr1	114550000	114750000	3	1
chr1_115250000_115350000	chr1	115250000	115350000	3	1
chr1_116550000_116650000	chr1	116550000	116650000	3	1
chr1_117050000_117150000	chr1	117050000	117150000	1	0
chr1_117150000_117550000	chr1	117150000	117550000	2	0.5
chr1_117550000_117650000	chr1	117550000	117650000	3	1
chr1_118450000_118550000	chr1	118450000	118550000	3	1
chr1_145350000_145650000	chr1	145350000	145650000	3	1
chr1_145650000_145750000	chr1	145650000	145750000	2	0.5
chr1_149350000_149650000	chr1	149350000	149650000	1	0
chr1_150150000_150250000	chr1	150150000	150250000	3	1
chr1_150250000_150950000	chr1	150250000	150950000	2.875	0.9375
chr1_150950000_151050000	chr1	150950000	151050000	2.71428571428571	0.857142857142857
chr1_151050000_151150000	chr1	151050000	151150000	3	1
chr1_151150000_151250000	chr1	151150000	151250000	3	1
chr1_151850000_151950000	chr1	151850000	151950000	1	0
chr1_151950000_152050000	chr1	151950000	152050000	1	0
chr1_153250000_153350000	chr1	153250000	153350000	1	0
chr1_153350000_153450000	chr1	153350000	153450000	1	0
chr1_153450000_153550000	chr1	153450000	153550000	1	0
chr1_153550000_153650000	chr1	153550000	153650000	2.14285714285714	0.571428571428571
chr1_155050000_155150000	chr1	155050000	155150000	3	1
chr1_155950000_156050000	chr1	155950000	156050000	3	1
chr1_156050000_156250000	chr1	156050000	156250000	2.33333333333333	0.666666666666667
chr1_156250000_156350000	chr1	156250000	156350000	2.5	0.75
chr1_156350000_156550000	chr1	156350000	156550000	2.33333333333333	0.666666666666667
chr1_156550000_156650000	chr1	156550000	156650000	3	1
chr1_156850000_156950000	chr1	156850000	156950000	3	1
chr1_158050000_158150000	chr1	158050000	158150000	3	1
chr1_158150000_158950000	chr1	158150000	158950000	1.1	0.05
chr1_158950000_159050000	chr1	158950000	159050000	1	0
chr1_159950000_160050000	chr1	159950000	160050000	3	1
chr1_160550000_160650000	chr1	160550000	160650000	1	0
chr1_161050000_161150000	chr1	161050000	161150000	2.77777777777778	0.888888888888889
chr1_161150000_161350000	chr1	161150000	161350000	2.77777777777778	0.888888888888889
chr1_161650000_161750000	chr1	161650000	161750000	1.66666666666667	0.333333333333333
chr1_161750000_162450000	chr1	161750000	162450000	2.33333333333333	0.666666666666667
chr1_162450000_162550000	chr1	162450000	162550000	3	1
chr1_162750000_162850000	chr1	162750000	162850000	2	0.5
chr1_162850000_163150000	chr1	162850000	163150000	3	1
chr1_165150000_165250000	chr1	165150000	165250000	3	1
chr1_165850000_165950000	chr1	165850000	165950000	3	1
chr1_166750000_166850000	chr1	166750000	166850000	3	1
chr1_166850000_166950000	chr1	166850000	166950000	3	1
chr1_166950000_167050000	chr1	166950000	167050000	3	1
chr1_167650000_167950000	chr1	167650000	167950000	3	1
chr1_168050000_168150000	chr1	168050000	168150000	3	1
chr1_169350000_169450000	chr1	169350000	169450000	3	1
chr1_169750000_169850000	chr1	169750000	169850000	3	1
chr1_172350000_172450000	chr1	172350000	172450000	2.33333333333333	0.666666666666667
chr1_174250000_174650000	chr1	174250000	174650000	3	1
chr1_174950000_175050000	chr1	174950000	175050000	3	1
chr1_176750000_176850000	chr1	176750000	176850000	3	1
chr1_177850000_177950000	chr1	177850000	177950000	3	1
chr1_178950000_179050000	chr1	178950000	179050000	3	1
chr1_179450000_179550000	chr1	179450000	179550000	3	1
chr1_179650000_179750000	chr1	179650000	179750000	3	1
chr1_180050000_180150000	chr1	180050000	180150000	3	1
chr1_180850000_181050000	chr1	180850000	181050000	2.33333333333333	0.666666666666667
chr1_181050000_181150000	chr1	181050000	181150000	3	1
chr1_181950000_182050000	chr1	181950000	182050000	3	1
chr1_182050000_182450000	chr1	182050000	182450000	2	0.5
chr1_182450000_182750000	chr1	182450000	182750000	3	1
chr1_182750000_182850000	chr1	182750000	182850000	3	1
chr1_183550000_183650000	chr1	183550000	183650000	3	1
chr1_184650000_184750000	chr1	184650000	184750000	3	1
chr1_184750000_184950000	chr1	184750000	184950000	3	1
chr1_185050000_185150000	chr1	185050000	185150000	3	1
chr1_185150000_185550000	chr1	185150000	185550000	3	1
chr1_186250000_186350000	chr1	186250000	186350000	3	1
chr1_186850000_186950000	chr1	186850000	186950000	3	1
chr1_190350000_190450000	chr1	190350000	190450000	3	1
chr1_192950000_193050000	chr1	192950000	193050000	3	1
chr1_196650000_196750000	chr1	196650000	196750000	1	0
chr1_196950000_197050000	chr1	196950000	197050000	2	0.5
chr1_197050000_197250000	chr1	197050000	197250000	3	1
chr1_198550000_198650000	chr1	198550000	198650000	3	1
chr1_200450000_200550000	chr1	200450000	200550000	3	1
chr1_200750000_200850000	chr1	200750000	200850000	3	1
chr1_200850000_201050000	chr1	200850000	201050000	3	1
chr1_201050000_201150000	chr1	201050000	201150000	3	1
chr1_201150000_201250000	chr1	201150000	201250000	3	1
chr1_201250000_201350000	chr1	201250000	201350000	3	1
chr1_201350000_201450000	chr1	201350000	201450000	3	1
chr1_201850000_201950000	chr1	201850000	201950000	3	1
chr1_201950000_202050000	chr1	201950000	202050000	3	1
chr1_202050000_202150000	chr1	202050000	202150000	3	1
chr1_202750000_202850000	chr1	202750000	202850000	3	1
chr1_202850000_202950000	chr1	202850000	202950000	3	1
chr1_203150000_203250000	chr1	203150000	203250000	1	0
chr1_203250000_203350000	chr1	203250000	203350000	3	1
chr1_203350000_203450000	chr1	203350000	203450000	3	1
chr1_203750000_203850000	chr1	203750000	203850000	3	1
chr1_204350000_204450000	chr1	204350000	204450000	3	1
chr1_204450000_204550000	chr1	204450000	204550000	3	1
chr1_204550000_204850000	chr1	204550000	204850000	3	1
chr1_207650000_207750000	chr1	207650000	207750000	1	0
chr1_207850000_207950000	chr1	207850000	207950000	1	0
chr1_208350000_208450000	chr1	208350000	208450000	3	1
chr1_209850000_209950000	chr1	209850000	209950000	3	1
chr1_210450000_210550000	chr1	210450000	210550000	3	1
chr1_211350000_211450000	chr1	211350000	211450000	3	1
chr1_211750000_211850000	chr1	211750000	211850000	3	1
chr1_212550000_212650000	chr1	212550000	212650000	3	1
chr1_213150000_213250000	chr1	213150000	213250000	3	1
chr1_214750000_214850000	chr1	214750000	214850000	3	1
chr1_215750000_215850000	chr1	215750000	215850000	3	1
chr1_216750000_216850000	chr1	216750000	216850000	3	1
chr1_220150000_220250000	chr1	220150000	220250000	3	1
chr1_220850000_220950000	chr1	220850000	220950000	1	0
chr1_222650000_222750000	chr1	222650000	222750000	3	1
chr1_222750000_222850000	chr1	222750000	222850000	3	1
chr1_222850000_223150000	chr1	222850000	223150000	3	1
chr1_224250000_224550000	chr1	224250000	224550000	3	1
chr1_224550000_224650000	chr1	224550000	224650000	3	1
chr1_225550000_225650000	chr1	225550000	225650000	3	1
chr1_226450000_226550000	chr1	226450000	226550000	3	1
chr1_228650000_228750000	chr1	228650000	228750000	1	0
chr1_229350000_229450000	chr1	229350000	229450000	2	0.5
chr1_229450000_229550000	chr1	229450000	229550000	3	1
chr1_229550000_229650000	chr1	229550000	229650000	3	1
chr1_229650000_230450000	chr1	229650000	230450000	3	1
chr1_231350000_231450000	chr1	231350000	231450000	3	1
chr1_231450000_231650000	chr1	231450000	231650000	3	1
chr1_232750000_233350000	chr1	232750000	233350000	3	1
chr1_234450000_234550000	chr1	234450000	234550000	3	1
chr1_235550000_235650000	chr1	235550000	235650000	3	1
chr1_236150000_236250000	chr1	236150000	236250000	3	1
chr1_236250000_236650000	chr1	236250000	236650000	3	1
chr1_236650000_236750000	chr1	236650000	236750000	3	1
chr1_240050000_240150000	chr1	240050000	240150000	3	1
chr1_240150000_240250000	chr1	240150000	240250000	3	1
chr1_240750000_240850000	chr1	240750000	240850000	3	1
chr1_242050000_242150000	chr1	242050000	242150000	3	1
chr1_243250000_243350000	chr1	243250000	243350000	3	1
chr1_244550000_244650000	chr1	244550000	244650000	2.33333333333333	0.666666666666667
chr1_245150000_245250000	chr1	245150000	245250000	3	1
chr1_246150000_246950000	chr1	246150000	246950000	3	1
chr1_246950000_247050000	chr1	246950000	247050000	3	1
chr10_1050000_1150000	chr10	1050000	1150000	2	0.5
chr10_3050000_3150000	chr10	3050000	3150000	3	1
chr10_4750000_4850000	chr10	4750000	4850000	1	0
chr10_5350000_5450000	chr10	5350000	5450000	3	1
chr10_5850000_5950000	chr10	5850000	5950000	3	1
chr10_5950000_6050000	chr10	5950000	6050000	1	0
chr10_7450000_7550000	chr10	7450000	7550000	3	1
chr10_11750000_11850000	chr10	11750000	11850000	3	1
chr10_11850000_11950000	chr10	11850000	11950000	3	1
chr10_12050000_12150000	chr10	12050000	12150000	3	1
chr10_13150000_13250000	chr10	13150000	13250000	3	1
chr10_13250000_13350000	chr10	13250000	13350000	3	1
chr10_13350000_13550000	chr10	13350000	13550000	3	1
chr10_14450000_14550000	chr10	14450000	14550000	3	1
chr10_15150000_15250000	chr10	15150000	15250000	3	1
chr10_15750000_15850000	chr10	15750000	15850000	3	1
chr10_16750000_16850000	chr10	16750000	16850000	3	1
chr10_17850000_18150000	chr10	17850000	18150000	1	0
chr10_18750000_18850000	chr10	18750000	18850000	1	0
chr10_21050000_21150000	chr10	21050000	21150000	3	1
chr10_22150000_22250000	chr10	22150000	22250000	3	1
chr10_23350000_23450000	chr10	23350000	23450000	3	1
chr10_24750000_24850000	chr10	24750000	24850000	3	1
chr10_26850000_26950000	chr10	26850000	26950000	3	1
chr10_27350000_27450000	chr10	27350000	27450000	2	0.5
chr10_27450000_27550000	chr10	27450000	27550000	3	1
chr10_27650000_28650000	chr10	27650000	28650000	3	1
chr10_28750000_28850000	chr10	28750000	28850000	3	1
chr10_29650000_29750000	chr10	29650000	29750000	3	1
chr10_30550000_30650000	chr10	30550000	30650000	3	1
chr10_30850000_30950000	chr10	30850000	30950000	1	0
chr10_32650000_32750000	chr10	32650000	32750000	1	0
chr10_33250000_33350000	chr10	33250000	33350000	3	1
chr10_33350000_34850000	chr10	33350000	34850000	3	1
chr10_35350000_35450000	chr10	35350000	35450000	3	1
chr10_35750000_35850000	chr10	35750000	35850000	3	1
chr10_43850000_43950000	chr10	43850000	43950000	1	0
chr10_46250000_46350000	chr10	46250000	46350000	1	0
chr10_50650000_50750000	chr10	50650000	50750000	3	1
chr10_51850000_51950000	chr10	51850000	51950000	1	0
chr10_52550000_53950000	chr10	52550000	53950000	3	1
chr10_54450000_54550000	chr10	54450000	54550000	1	0
chr10_59950000_60050000	chr10	59950000	60050000	3	1
chr10_62450000_62550000	chr10	62450000	62550000	3	1
chr10_64250000_64850000	chr10	64250000	64850000	3	1
chr10_64850000_64950000	chr10	64850000	64950000	3	1
chr10_64950000_65550000	chr10	64950000	65550000	3	1
chr10_69550000_69650000	chr10	69550000	69650000	3	1
chr10_70050000_70150000	chr10	70050000	70150000	3	1
chr10_70650000_70750000	chr10	70650000	70750000	1.66666666666667	0.333333333333333
chr10_70750000_70850000	chr10	70750000	70850000	1	0
chr10_71050000_71150000	chr10	71050000	71150000	3	1
chr10_71750000_71850000	chr10	71750000	71850000	3	1
chr10_72050000_72150000	chr10	72050000	72150000	3	1
chr10_72550000_72650000	chr10	72550000	72650000	3	1
chr10_73050000_73450000	chr10	73050000	73450000	3	1
chr10_73450000_73550000	chr10	73450000	73550000	3	1
chr10_73550000_73650000	chr10	73550000	73650000	1	0
chr10_73650000_73750000	chr10	73650000	73750000	3	1
chr10_74050000_74150000	chr10	74050000	74150000	3	1
chr10_74150000_74850000	chr10	74150000	74850000	3	1
chr10_74850000_74950000	chr10	74850000	74950000	3	1
chr10_75450000_75550000	chr10	75450000	75550000	2.6	0.8
chr10_75850000_75950000	chr10	75850000	75950000	3	1
chr10_76950000_77050000	chr10	76950000	77050000	3	1
chr10_79750000_79850000	chr10	79750000	79850000	3	1
chr10_81050000_81150000	chr10	81050000	81150000	3	1
chr10_81950000_82050000	chr10	81950000	82050000	3	1
chr10_85850000_85950000	chr10	85850000	85950000	2	0.5
chr10_86250000_86350000	chr10	86250000	86350000	3	1
chr10_88050000_88150000	chr10	88050000	88150000	3	1
chr10_88350000_88450000	chr10	88350000	88450000	3	1
chr10_88750000_88850000	chr10	88750000	88850000	1	0
chr10_88950000_89150000	chr10	88950000	89150000	1	0
chr10_90950000_91050000	chr10	90950000	91050000	3	1
chr10_91050000_91150000	chr10	91050000	91150000	1	0
chr10_91150000_91350000	chr10	91150000	91350000	2	0.5
chr10_92550000_92650000	chr10	92550000	92650000	3	1
chr10_92650000_92950000	chr10	92650000	92950000	3	1
chr10_92950000_93050000	chr10	92950000	93050000	3	1
chr10_93650000_93750000	chr10	93650000	93750000	3	1
chr10_94250000_94350000	chr10	94250000	94350000	3	1
chr10_94550000_94650000	chr10	94550000	94650000	3	1
chr10_95250000_95350000	chr10	95250000	95350000	3	1
chr10_95350000_95450000	chr10	95350000	95450000	3	1
chr10_95450000_95550000	chr10	95450000	95550000	3	1
chr10_96250000_96350000	chr10	96250000	96350000	3	1
chr10_97350000_97450000	chr10	97350000	97450000	3	1
chr10_97450000_97650000	chr10	97450000	97650000	3	1
chr10_97650000_98050000	chr10	97650000	98050000	2	0.5
chr10_98050000_98150000	chr10	98050000	98150000	2.33333333333333	0.666666666666667
chr10_99150000_99250000	chr10	99150000	99250000	3	1
chr10_99250000_99350000	chr10	99250000	99350000	3	1
chr10_99350000_99450000	chr10	99350000	99450000	2	0.5
chr10_99450000_99550000	chr10	99450000	99550000	3	1
chr10_101050000_101150000	chr10	101050000	101150000	3	1
chr10_101350000_101450000	chr10	101350000	101450000	3	1
chr10_101450000_101550000	chr10	101450000	101550000	3	1
chr10_101550000_101850000	chr10	101550000	101850000	3	1
chr10_101850000_101950000	chr10	101850000	101950000	3	1
chr10_101950000_102050000	chr10	101950000	102050000	3	1
chr10_102650000_102750000	chr10	102650000	102750000	3	1
chr10_103450000_103550000	chr10	103450000	103550000	3	1
chr10_103550000_103750000	chr10	103550000	103750000	3	1
chr10_103750000_103850000	chr10	103750000	103850000	3	1
chr10_104350000_104450000	chr10	104350000	104450000	3	1
chr10_105150000_105250000	chr10	105150000	105250000	3	1
chr10_105250000_105350000	chr10	105250000	105350000	3	1
chr10_105950000_106050000	chr10	105950000	106050000	2	0.5
chr10_106050000_106150000	chr10	106050000	106150000	3	1
chr10_108250000_108350000	chr10	108250000	108350000	1	0
chr10_111550000_111650000	chr10	111550000	111650000	3	1
chr10_111950000_112050000	chr10	111950000	112050000	3	1
chr10_112050000_112250000	chr10	112050000	112250000	3	1
chr10_112250000_112350000	chr10	112250000	112350000	3	1
chr10_112350000_112650000	chr10	112350000	112650000	3	1
chr10_112750000_112850000	chr10	112750000	112850000	3	1
chr10_114150000_114250000	chr10	114150000	114250000	3	1
chr10_115350000_115450000	chr10	115350000	115450000	3	1
chr10_115450000_115850000	chr10	115450000	115850000	3	1
chr10_115850000_115950000	chr10	115850000	115950000	3	1
chr10_116550000_116650000	chr10	116550000	116650000	3	1
chr10_116850000_116950000	chr10	116850000	116950000	3	1
chr10_118250000_118350000	chr10	118250000	118350000	1	0
chr10_118350000_118450000	chr10	118350000	118450000	3	1
chr10_118450000_118850000	chr10	118450000	118850000	3	1
chr10_118850000_118950000	chr10	118850000	118950000	3	1
chr10_118950000_119050000	chr10	118950000	119050000	3	1
chr10_120750000_120850000	chr10	120750000	120850000	3	1
chr10_121550000_121650000	chr10	121550000	121650000	3	1
chr10_121650000_121750000	chr10	121650000	121750000	3	1
chr10_122550000_122650000	chr10	122550000	122650000	3	1
chr10_123650000_123750000	chr10	123650000	123750000	3	1
chr10_124250000_124350000	chr10	124250000	124350000	2	0.5
chr10_125350000_125650000	chr10	125350000	125650000	3	1
chr10_125750000_126050000	chr10	125750000	126050000	3	1
chr10_126050000_126150000	chr10	126050000	126150000	3	1
chr10_126450000_126550000	chr10	126450000	126550000	3	1
chr10_127350000_127450000	chr10	127350000	127450000	3	1
chr10_127450000_127550000	chr10	127450000	127550000	3	1
chr10_129850000_129950000	chr10	129850000	129950000	3	1
chr10_133850000_133950000	chr10	133850000	133950000	3	1
chr11_750000_850000	chr11	750000	850000	2.81818181818182	0.909090909090909
chr11_2150000_2250000	chr11	2150000	2250000	3	1
chr11_3350000_3450000	chr11	3350000	3450000	1	0
chr11_4050000_4150000	chr11	4050000	4150000	3	1
chr11_5450000_5850000	chr11	5450000	5850000	1	0
chr11_5850000_5950000	chr11	5850000	5950000	1	0
chr11_6350000_6450000	chr11	6350000	6450000	3	1
chr11_6450000_6650000	chr11	6450000	6650000	2.77777777777778	0.888888888888889
chr11_6650000_6750000	chr11	6650000	6750000	3	1
chr11_6750000_6850000	chr11	6750000	6850000	1	0
chr11_7950000_8050000	chr11	7950000	8050000	1.66666666666667	0.333333333333333
chr11_8150000_8550000	chr11	8150000	8550000	3	1
chr11_8650000_8950000	chr11	8650000	8950000	3	1
chr11_8950000_9050000	chr11	8950000	9050000	2.5	0.75
chr11_9450000_9550000	chr11	9450000	9550000	3	1
chr11_10450000_10650000	chr11	10450000	10650000	3	1
chr11_11850000_11950000	chr11	11850000	11950000	3	1
chr11_12250000_12350000	chr11	12250000	12350000	3	1
chr11_12350000_12850000	chr11	12350000	12850000	3	1
chr11_13450000_13550000	chr11	13450000	13550000	2	0.5
chr11_14450000_14550000	chr11	14450000	14550000	3	1
chr11_14550000_15150000	chr11	14550000	15150000	2	0.5
